Set,CardNumber,Count,IsFoil
JTL,001,1,FALSE
JTL,002,1,FALSE
JTL,003,1,FALSE
JTL,004,1,FALSE
JTL,005,1,FALSE
JTL,006,1,FALSE
JTL,007,1,FALSE
JTL,008,1,FALSE
JTL,009,1,FALSE
JTL,010,1,FALSE
JTL,011,1,FALSE
JTL,012,1,FALSE
JTL,013,1,FALSE
JTL,014,1,FALSE
JTL,015,1,FALSE
JTL,016,1,FALSE
JTL,017,1,FALSE
JTL,018,1,FALSE
JTL,019,1,FALSE
JTL,020,1,FALSE
JTL,021,1,FALSE
JTL,022,1,FALSE
JTL,023,1,FALSE
JTL,024,1,FALSE
JTL,025,1,FALSE
JTL,026,1,FALSE
JTL,027,1,FALSE
JTL,028,1,FALSE
JTL,029,1,FALSE
JTL,030,1,FALSE
JTL,031,1,FALSE
JTL,032,1,FALSE
JTL,033,1,FALSE
JTL,034,1,FALSE
JTL,035,1,FALSE
JTL,036,1,FALSE
JTL,037,1,FALSE
JTL,038,1,FALSE
JTL,039,1,FALSE
JTL,040,1,FALSE
JTL,041,1,FALSE
JTL,042,1,FALSE
JTL,043,1,FALSE
JTL,044,1,FALSE
JTL,045,1,FALSE
JTL,046,1,FALSE
JTL,047,1,FALSE
JTL,048,1,FALSE
JTL,049,1,FALSE
JTL,050,1,FALSE
JTL,051,1,FALSE
JTL,052,1,FALSE
JTL,053,1,FALSE
JTL,054,1,FALSE
JTL,055,1,FALSE
JTL,056,1,FALSE
JTL,057,1,FALSE
JTL,058,1,FALSE
JTL,059,1,FALSE
JTL,060,1,FALSE
JTL,061,1,FALSE
JTL,062,1,FALSE
JTL,063,1,FALSE
JTL,064,1,FALSE
JTL,065,1,FALSE
JTL,066,1,FALSE
JTL,067,1,FALSE
JTL,068,1,FALSE
JTL,069,1,FALSE
JTL,070,1,FALSE
JTL,071,1,FALSE
JTL,072,1,FALSE
JTL,073,1,FALSE
JTL,074,1,FALSE
JTL,075,1,FALSE
JTL,076,1,FALSE
JTL,077,1,FALSE
JTL,078,1,FALSE
JTL,079,1,FALSE
JTL,080,1,FALSE
JTL,081,1,FALSE
JTL,082,1,FALSE
JTL,083,1,FALSE
JTL,084,1,FALSE
JTL,085,1,FALSE
JTL,086,1,FALSE
JTL,087,1,FALSE
JTL,088,1,FALSE
JTL,089,1,FALSE
JTL,090,1,FALSE
JTL,091,1,FALSE
JTL,092,1,FALSE
JTL,093,1,FALSE
JTL,094,1,FALSE
JTL,095,1,FALSE
JTL,096,1,FALSE
JTL,097,1,FALSE
JTL,098,1,FALSE
JTL,099,1,FALSE
JTL,100,1,FALSE
JTL,101,1,FALSE
JTL,102,1,FALSE
JTL,103,1,FALSE
JTL,104,1,FALSE
JTL,105,1,FALSE
JTL,106,1,FALSE
JTL,107,1,FALSE
JTL,108,1,FALSE
JTL,109,1,FALSE
JTL,110,1,FALSE
JTL,111,1,FALSE
JTL,112,1,FALSE
JTL,113,1,FALSE
JTL,114,1,FALSE
JTL,115,1,FALSE
JTL,116,1,FALSE
JTL,117,1,FALSE
JTL,118,1,FALSE
JTL,119,1,FALSE
JTL,120,1,FALSE
JTL,121,1,FALSE
JTL,122,1,FALSE
JTL,123,1,FALSE
JTL,124,1,FALSE
JTL,125,1,FALSE
JTL,126,1,FALSE
JTL,127,1,FALSE
JTL,128,1,FALSE
JTL,129,1,FALSE
JTL,130,1,FALSE
JTL,131,1,FALSE
JTL,132,1,FALSE
JTL,133,1,FALSE
JTL,134,1,FALSE
JTL,135,1,FALSE
JTL,136,1,FALSE
JTL,137,1,FALSE
JTL,138,1,FALSE
JTL,139,1,FALSE
JTL,140,1,FALSE
JTL,141,1,FALSE
JTL,142,1,FALSE
JTL,143,1,FALSE
JTL,144,1,FALSE
JTL,145,1,FALSE
JTL,146,1,FALSE
JTL,147,1,FALSE
JTL,148,1,FALSE
JTL,149,1,FALSE
JTL,150,1,FALSE
JTL,151,1,FALSE
JTL,152,1,FALSE
JTL,153,1,FALSE
JTL,154,1,FALSE
JTL,155,1,FALSE
JTL,156,1,FALSE
JTL,157,1,FALSE
JTL,158,1,FALSE
JTL,159,1,FALSE
JTL,160,1,FALSE
JTL,161,1,FALSE
JTL,162,1,FALSE
JTL,163,1,FALSE
JTL,164,1,FALSE
JTL,165,1,FALSE
JTL,166,1,FALSE
JTL,167,1,FALSE
JTL,168,1,FALSE
JTL,169,1,FALSE
JTL,170,1,FALSE
JTL,171,1,FALSE
