Set,CardNumber,Count,IsFoil
SOR,001,1,FALSE
SOR,002,1,FALSE
SOR,003,1,FALSE
SOR,004,1,FALSE
SOR,005,1,FALSE
SOR,006,1,FALSE
SOR,007,1,FALSE
SOR,008,1,FALSE
SOR,009,1,FALSE
SOR,010,1,FALSE
SOR,011,1,FALSE
SOR,012,1,FALSE
SOR,013,1,FALSE
SOR,014,1,FALSE
SOR,015,1,FALSE
SOR,016,1,FALSE
SOR,017,1,FALSE
SOR,018,1,FALSE
SOR,019,1,FALSE
SOR,020,1,FALSE
SOR,021,1,FALSE
SOR,022,1,FALSE
SOR,023,1,FALSE
SOR,024,1,FALSE
SOR,025,1,FALSE
SOR,026,1,FALSE
SOR,027,1,FALSE
SOR,028,1,FALSE
SOR,029,1,FALSE
SOR,030,1,FALSE
SOR,031,1,FALSE
SOR,032,1,FALSE
SOR,033,1,FALSE
SOR,034,1,FALSE
SOR,035,1,FALSE
SOR,036,1,FALSE
SOR,037,1,FALSE
SOR,038,1,FALSE
SOR,039,1,FALSE
SOR,040,1,FALSE
SOR,041,1,FALSE
SOR,042,1,FALSE
SOR,043,1,FALSE
SOR,044,1,FALSE
SOR,045,1,FALSE
SOR,046,1,FALSE
SOR,047,1,FALSE
SOR,048,1,FALSE
SOR,049,1,FALSE
SOR,050,1,FALSE
SOR,051,1,FALSE
SOR,052,1,FALSE
SOR,053,1,FALSE
SOR,054,1,FALSE
SOR,055,1,FALSE
SOR,056,1,FALSE
SOR,057,1,FALSE
SOR,058,1,FALSE
SOR,059,1,FALSE
SOR,060,1,FALSE
SOR,061,1,FALSE
SOR,062,1,FALSE
SOR,063,1,FALSE
SOR,064,1,FALSE
SOR,065,1,FALSE
SOR,066,1,FALSE
SOR,067,1,FALSE
SOR,068,1,FALSE
SOR,069,1,FALSE
SOR,070,1,FALSE
SOR,071,1,FALSE
SOR,072,1,FALSE
SOR,073,1,FALSE
SOR,074,1,FALSE
SOR,075,1,FALSE
SOR,076,1,FALSE
SOR,077,1,FALSE
SOR,078,1,FALSE
SOR,079,1,FALSE
SOR,080,1,FALSE
SOR,081,1,FALSE
SOR,082,1,FALSE
SOR,083,1,FALSE
SOR,084,1,FALSE
SOR,085,1,FALSE
SOR,086,1,FALSE
SOR,087,1,FALSE
SOR,088,1,FALSE
SOR,089,1,FALSE
SOR,090,1,FALSE
SOR,091,1,FALSE
SOR,092,1,FALSE
SOR,093,1,FALSE
SOR,094,1,FALSE
SOR,095,1,FALSE
SOR,096,1,FALSE
SOR,097,1,FALSE
SOR,098,1,FALSE
SOR,099,1,FALSE
SOR,100,1,FALSE
SOR,101,1,FALSE
SOR,102,1,FALSE
SOR,103,1,FALSE
SOR,104,1,FALSE
SOR,105,1,FALSE
SOR,106,1,FALSE
SOR,107,1,FALSE
SOR,108,1,FALSE
SOR,109,1,FALSE
SOR,110,1,FALSE
SOR,111,1,FALSE
SOR,112,1,FALSE
SOR,113,1,FALSE
SOR,114,1,FALSE
SOR,115,1,FALSE
SOR,116,1,FALSE
SOR,117,1,FALSE
SOR,118,1,FALSE
SOR,119,1,FALSE
SOR,120,1,FALSE
SOR,121,1,FALSE
SOR,122,1,FALSE
SOR,123,1,FALSE
SOR,124,1,FALSE
SOR,125,1,FALSE
SOR,126,1,FALSE
SOR,127,1,FALSE
SOR,128,1,FALSE
SOR,129,1,FALSE
SOR,130,1,FALSE
SOR,131,1,FALSE
SOR,132,1,FALSE
SOR,133,1,FALSE
SOR,134,1,FALSE
SOR,135,1,FALSE
SOR,136,1,FALSE
SOR,137,1,FALSE
SOR,138,1,FALSE
SOR,139,1,FALSE
SOR,140,1,FALSE
SOR,141,1,FALSE
SOR,142,1,FALSE
SOR,143,1,FALSE
SOR,144,1,FALSE
SOR,145,1,FALSE
SOR,146,1,FALSE
SOR,147,1,FALSE
SOR,148,1,FALSE
SOR,149,1,FALSE
SOR,150,1,FALSE
SOR,151,1,FALSE
SOR,152,1,FALSE
