Set,CardNumber,Count,IsFoil
TWI,001,1,FALSE
TWI,002,1,FALSE
TWI,003,1,FALSE
TWI,004,1,FALSE
TWI,005,1,FALSE
TWI,006,1,FALSE
TWI,007,1,FALSE
TWI,008,1,FALSE
TWI,009,1,FALSE
TWI,010,1,FALSE
TWI,011,1,FALSE
TWI,012,1,FALSE
TWI,013,1,FALSE
TWI,014,1,FALSE
TWI,015,1,FALSE
TWI,016,1,FALSE
TWI,017,1,FALSE
TWI,018,1,FALSE
TWI,019,1,FALSE
TWI,020,1,FALSE
TWI,021,1,FALSE
TWI,022,1,FALSE
TWI,023,1,FALSE
TWI,024,1,FALSE
TWI,025,1,FALSE
TWI,026,1,FALSE
TWI,027,1,FALSE
TWI,028,1,FALSE
TWI,029,1,FALSE
TWI,030,1,FALSE
TWI,031,1,FALSE
TWI,032,1,FALSE
TWI,033,1,FALSE
TWI,034,1,FALSE
TWI,035,1,FALSE
TWI,036,1,FALSE
TWI,037,1,FALSE
TWI,038,1,FALSE
TWI,039,1,FALSE
TWI,040,1,FALSE
TWI,041,1,FALSE
TWI,042,1,FALSE
TWI,043,1,FALSE
TWI,044,1,FALSE
TWI,045,1,FALSE
TWI,046,1,FALSE
TWI,047,1,FALSE
TWI,048,1,FALSE
TWI,049,1,FALSE
TWI,050,1,FALSE
TWI,051,1,FALSE
TWI,052,1,FALSE
TWI,053,1,FALSE
TWI,054,1,FALSE
TWI,055,1,FALSE
TWI,056,1,FALSE
TWI,057,1,FALSE
TWI,058,1,FALSE
TWI,059,1,FALSE
TWI,060,1,FALSE
TWI,061,1,FALSE
TWI,062,1,FALSE
TWI,063,1,FALSE
TWI,064,1,FALSE
TWI,065,1,FALSE
TWI,066,1,FALSE
TWI,067,1,FALSE
TWI,068,1,FALSE
TWI,069,1,FALSE
TWI,070,1,FALSE
TWI,071,1,FALSE
TWI,072,1,FALSE
TWI,073,1,FALSE
TWI,074,1,FALSE
TWI,075,1,FALSE
TWI,076,1,FALSE
TWI,077,1,FALSE
TWI,078,1,FALSE
TWI,079,1,FALSE
TWI,080,1,FALSE
TWI,081,1,FALSE
TWI,082,1,FALSE
TWI,083,1,FALSE
TWI,084,1,FALSE
TWI,085,1,FALSE
TWI,086,1,FALSE
TWI,087,1,FALSE
TWI,088,1,FALSE
TWI,089,1,FALSE
TWI,090,1,FALSE
TWI,091,1,FALSE
TWI,092,1,FALSE
TWI,093,1,FALSE
TWI,094,1,FALSE
TWI,095,1,FALSE
TWI,096,1,FALSE
TWI,097,1,FALSE
TWI,098,1,FALSE
TWI,099,1,FALSE
TWI,100,1,FALSE
TWI,101,1,FALSE
TWI,102,1,FALSE
TWI,103,1,FALSE
TWI,104,1,FALSE
TWI,105,1,FALSE
TWI,106,1,FALSE
TWI,107,1,FALSE
TWI,108,1,FALSE
TWI,109,1,FALSE
TWI,110,1,FALSE
TWI,111,1,FALSE
TWI,112,1,FALSE
TWI,113,1,FALSE
TWI,114,1,FALSE
TWI,115,1,FALSE
TWI,116,1,FALSE
TWI,117,1,FALSE
TWI,118,1,FALSE
TWI,119,1,FALSE
TWI,120,1,FALSE
TWI,121,1,FALSE
TWI,122,1,FALSE
TWI,123,1,FALSE
TWI,124,1,FALSE
TWI,125,1,FALSE
TWI,126,1,FALSE
TWI,127,1,FALSE
TWI,128,1,FALSE
TWI,129,1,FALSE
TWI,130,1,FALSE
TWI,131,1,FALSE
TWI,132,1,FALSE
TWI,133,1,FALSE
TWI,134,1,FALSE
TWI,135,1,FALSE
TWI,136,1,FALSE
TWI,137,1,FALSE
TWI,138,1,FALSE
TWI,139,1,FALSE
TWI,140,1,FALSE
TWI,141,1,FALSE
TWI,142,1,FALSE
TWI,143,1,FALSE
TWI,144,1,FALSE
TWI,145,1,FALSE
TWI,146,1,FALSE
TWI,147,1,FALSE
TWI,148,1,FALSE
TWI,149,1,FALSE
TWI,150,1,FALSE
TWI,151,1,FALSE
TWI,152,1,FALSE
TWI,153,1,FALSE
TWI,154,1,FALSE
TWI,155,1,FALSE
TWI,156,1,FALSE
TWI,157,1,FALSE
TWI,158,1,FALSE
TWI,159,1,FALSE
TWI,160,1,FALSE
TWI,161,1,FALSE
TWI,162,1,FALSE
TWI,163,1,FALSE
TWI,164,1,FALSE
TWI,165,1,FALSE
TWI,166,1,FALSE
TWI,167,1,FALSE
TWI,168,1,FALSE
TWI,169,1,FALSE
TWI,170,1,FALSE
TWI,171,1,FALSE
TWI,172,1,FALSE
TWI,173,1,FALSE
TWI,174,1,FALSE
TWI,175,1,FALSE
TWI,176,1,FALSE
TWI,177,1,FALSE
TWI,178,1,FALSE
TWI,179,1,FALSE
TWI,180,1,FALSE
TWI,181,1,FALSE
TWI,182,1,FALSE
TWI,183,1,FALSE
TWI,184,1,FALSE
TWI,185,1,FALSE
TWI,186,1,FALSE
TWI,187,1,FALSE
TWI,188,1,FALSE
TWI,189,1,FALSE
TWI,190,1,FALSE
TWI,191,1,FALSE
TWI,192,1,FALSE
TWI,193,1,FALSE
TWI,194,1,FALSE
TWI,195,1,FALSE
TWI,196,1,FALSE
TWI,197,1,FALSE
TWI,198,1,FALSE
TWI,199,1,FALSE
TWI,200,1,FALSE
TWI,201,1,FALSE
TWI,202,1,FALSE
TWI,203,1,FALSE
TWI,204,1,FALSE
TWI,205,1,FALSE
TWI,206,1,FALSE
TWI,207,1,FALSE
TWI,208,1,FALSE
TWI,209,1,FALSE
TWI,210,1,FALSE
TWI,211,1,FALSE
TWI,212,1,FALSE
TWI,213,1,FALSE
TWI,214,1,FALSE
TWI,215,1,FALSE
TWI,216,1,FALSE
TWI,217,1,FALSE
TWI,218,1,FALSE
TWI,219,1,FALSE
TWI,220,1,FALSE
TWI,221,1,FALSE
TWI,222,1,FALSE
TWI,223,1,FALSE
TWI,224,1,FALSE
TWI,225,1,FALSE
TWI,226,1,FALSE
TWI,227,1,FALSE
TWI,228,1,FALSE
TWI,229,1,FALSE
TWI,230,1,FALSE
TWI,231,1,FALSE
TWI,232,1,FALSE
TWI,233,1,FALSE
TWI,234,1,FALSE
TWI,235,1,FALSE
TWI,236,1,FALSE
TWI,237,1,FALSE
TWI,238,1,FALSE
TWI,239,1,FALSE
TWI,240,1,FALSE
TWI,241,1,FALSE
TWI,242,1,FALSE
TWI,243,1,FALSE
TWI,244,1,FALSE
TWI,245,1,FALSE
TWI,246,1,FALSE
TWI,247,1,FALSE
TWI,248,1,FALSE
TWI,249,1,FALSE
TWI,250,1,FALSE
TWI,251,1,FALSE
TWI,252,1,FALSE
TWI,253,1,FALSE
TWI,254,1,FALSE
TWI,255,1,FALSE
TWI,256,1,FALSE
TWI,257,1,FALSE
TWI,258,1,FALSE
TWI,259,1,FALSE
TWI,260,1,FALSE
TWI,261,1,FALSE
TWI,262,1,FALSE
TWI,263,1,FALSE
TWI,264,1,FALSE
TWI,265,1,FALSE
TWI,266,1,FALSE
TWI,267,1,FALSE
TWI,268,1,FALSE
TWI,269,1,FALSE
TWI,270,1,FALSE
TWI,271,1,FALSE
TWI,272,1,FALSE
TWI,273,1,FALSE
TWI,274,1,FALSE
TWI,275,1,FALSE
TWI,276,1,FALSE
TWI,277,1,FALSE
TWI,278,1,FALSE
TWI,279,1,FALSE
TWI,280,1,FALSE
TWI,281,1,FALSE
TWI,282,1,FALSE
TWI,283,1,FALSE
TWI,284,1,FALSE
TWI,285,1,FALSE
TWI,286,1,FALSE
TWI,287,1,FALSE
TWI,288,1,FALSE
TWI,289,1,FALSE
TWI,290,1,FALSE
TWI,291,1,FALSE
TWI,292,1,FALSE
TWI,293,1,FALSE
TWI,294,1,FALSE
TWI,295,1,FALSE
TWI,296,1,FALSE
TWI,297,1,FALSE
TWI,298,1,FALSE
TWI,299,1,FALSE
TWI,300,1,FALSE
TWI,301,1,FALSE
TWI,302,1,FALSE
TWI,303,1,FALSE
TWI,304,1,FALSE
TWI,305,1,FALSE
TWI,306,1,FALSE
TWI,307,1,FALSE
TWI,308,1,FALSE
TWI,309,1,FALSE
TWI,310,1,FALSE
TWI,311,1,FALSE
TWI,312,1,FALSE
TWI,313,1,FALSE
TWI,314,1,FALSE
TWI,315,1,FALSE
TWI,316,1,FALSE
TWI,317,1,FALSE
TWI,318,1,FALSE
TWI,319,1,FALSE
TWI,320,1,FALSE
TWI,321,1,FALSE
TWI,322,1,FALSE
TWI,323,1,FALSE
TWI,324,1,FALSE
TWI,325,1,FALSE
TWI,326,1,FALSE
TWI,327,1,FALSE
TWI,328,1,FALSE
TWI,329,1,FALSE
TWI,330,1,FALSE
TWI,331,1,FALSE
TWI,332,1,FALSE
TWI,333,1,FALSE
TWI,334,1,FALSE
TWI,335,1,FALSE
TWI,336,1,FALSE
TWI,337,1,FALSE
TWI,338,1,FALSE
TWI,339,1,FALSE
TWI,340,1,FALSE
TWI,341,1,FALSE
TWI,342,1,FALSE
TWI,343,1,FALSE
TWI,344,1,FALSE
TWI,345,1,FALSE
TWI,346,1,FALSE
TWI,347,1,FALSE
TWI,348,1,FALSE
TWI,349,1,FALSE
TWI,350,1,FALSE
TWI,351,1,FALSE
TWI,352,1,FALSE
TWI,353,1,FALSE
TWI,354,1,FALSE
TWI,355,1,FALSE
TWI,356,1,FALSE
TWI,357,1,FALSE
TWI,358,1,FALSE
TWI,359,1,FALSE
TWI,360,1,FALSE
TWI,361,1,FALSE
TWI,362,1,FALSE
TWI,363,1,FALSE
TWI,364,1,FALSE
TWI,365,1,FALSE
TWI,366,1,FALSE
TWI,367,1,FALSE
TWI,368,1,FALSE
TWI,369,1,FALSE
TWI,370,1,FALSE
TWI,371,1,FALSE
TWI,372,1,FALSE
TWI,373,1,FALSE
TWI,374,1,FALSE
TWI,375,1,FALSE
TWI,376,1,FALSE
TWI,377,1,FALSE
TWI,378,1,FALSE
TWI,379,1,FALSE
TWI,380,1,FALSE
TWI,381,1,FALSE
TWI,382,1,FALSE
TWI,383,1,FALSE
TWI,384,1,FALSE
TWI,385,1,FALSE
TWI,386,1,FALSE
TWI,387,1,FALSE
TWI,388,1,FALSE
TWI,389,1,FALSE
TWI,390,1,FALSE
TWI,391,1,FALSE
TWI,392,1,FALSE
TWI,393,1,FALSE
TWI,394,1,FALSE
TWI,395,1,FALSE
TWI,396,1,FALSE
TWI,397,1,FALSE
TWI,398,1,FALSE
TWI,399,1,FALSE
TWI,400,1,FALSE
TWI,401,1,FALSE
TWI,402,1,FALSE
TWI,403,1,FALSE
TWI,404,1,FALSE
TWI,405,1,FALSE
TWI,406,1,FALSE
TWI,407,1,FALSE
TWI,408,1,FALSE
TWI,409,1,FALSE
TWI,410,1,FALSE
TWI,411,1,FALSE
TWI,412,1,FALSE
TWI,413,1,FALSE
TWI,414,1,FALSE
TWI,415,1,FALSE
TWI,416,1,FALSE
TWI,417,1,FALSE
TWI,418,1,FALSE
TWI,419,1,FALSE
TWI,420,1,FALSE
TWI,421,1,FALSE
TWI,422,1,FALSE
TWI,423,1,FALSE
TWI,424,1,FALSE
TWI,425,1,FALSE
TWI,426,1,FALSE
TWI,427,1,FALSE
TWI,428,1,FALSE
TWI,429,1,FALSE
TWI,430,1,FALSE
TWI,431,1,FALSE
TWI,432,1,FALSE
TWI,433,1,FALSE
TWI,434,1,FALSE
TWI,435,1,FALSE
TWI,436,1,FALSE
TWI,437,1,FALSE
TWI,438,1,FALSE
TWI,439,1,FALSE
TWI,440,1,FALSE
TWI,441,1,FALSE
TWI,442,1,FALSE
TWI,443,1,FALSE
TWI,444,1,FALSE
TWI,445,1,FALSE
TWI,446,1,FALSE
TWI,447,1,FALSE
TWI,448,1,FALSE
TWI,449,1,FALSE
TWI,450,1,FALSE
TWI,451,1,FALSE
TWI,452,1,FALSE
TWI,453,1,FALSE
TWI,454,1,FALSE
TWI,455,1,FALSE
TWI,456,1,FALSE
TWI,457,1,FALSE
TWI,458,1,FALSE
TWI,459,1,FALSE
TWI,460,1,FALSE
TWI,461,1,FALSE
TWI,462,1,FALSE
TWI,463,1,FALSE
TWI,464,1,FALSE
TWI,465,1,FALSE
TWI,466,1,FALSE
TWI,467,1,FALSE
TWI,468,1,FALSE
TWI,469,1,FALSE
TWI,470,1,FALSE
TWI,471,1,FALSE
TWI,472,1,FALSE
TWI,473,1,FALSE
TWI,474,1,FALSE
TWI,475,1,FALSE
TWI,476,1,FALSE
TWI,477,1,FALSE
TWI,478,1,FALSE
TWI,479,1,FALSE
TWI,480,1,FALSE
TWI,481,1,FALSE
