Set,CardNumber,Count,IsFoil
SHD,001,3,False
SHD,002,3,False
SHD,003,3,False
SHD,004,3,False
SHD,005,3,False
SHD,006,3,False
SHD,007,3,False
SHD,008,3,False
SHD,009,3,False
SHD,010,3,False
SHD,011,3,False
SHD,012,3,False
SHD,013,3,False
SHD,014,3,False
SHD,015,3,False
SHD,016,3,False
SHD,017,3,False
SHD,018,3,False
SHD,019,3,False
SHD,020,3,False
SHD,021,3,False
SHD,022,3,False
SHD,023,3,False
SHD,024,3,False
SHD,025,3,False
SHD,026,3,False
SHD,027,3,False
SHD,028,3,False
SHD,029,3,False
SHD,030,3,False
SHD,031,3,False
SHD,032,3,False
SHD,033,3,False
SHD,034,3,False
SHD,035,3,False
SHD,036,3,False
SHD,037,3,False
SHD,038,3,False
SHD,039,3,False
SHD,040,3,False
SHD,041,3,False
SHD,042,3,False
SHD,043,3,False
SHD,044,3,False
SHD,045,3,False
SHD,046,3,False
SHD,047,3,False
SHD,048,3,False
SHD,049,3,False
SHD,050,3,False
SHD,051,3,False
SHD,052,3,False
SHD,053,3,False
SHD,054,3,False
SHD,055,3,False
SHD,056,3,False
SHD,057,3,False
SHD,058,3,False
SHD,059,3,False
SHD,060,3,False
SHD,061,3,False
SHD,062,3,False
SHD,063,3,False
SHD,064,3,False
SHD,065,3,False
SHD,066,3,False
SHD,067,3,False
SHD,068,3,False
SHD,069,3,False
SHD,070,3,False
SHD,071,3,False
SHD,072,3,False
SHD,073,3,False
SHD,074,3,False
SHD,075,3,False
SHD,076,3,False
SHD,077,3,False
SHD,078,3,False
SHD,079,3,False
SHD,080,3,False
SHD,081,3,False
SHD,082,3,False
SHD,083,3,False
SHD,084,3,False
SHD,085,3,False
SHD,086,3,False
SHD,087,3,False
SHD,088,3,False
SHD,089,3,False
SHD,090,3,False
SHD,091,3,False
SHD,092,3,False
SHD,093,3,False
SHD,094,3,False
SHD,095,3,False
SHD,096,3,False
SHD,097,3,False
SHD,098,3,False
SHD,099,3,False
SHD,100,3,False
SHD,101,3,False
SHD,102,3,False
SHD,103,3,False
SHD,104,3,False
SHD,105,3,False
SHD,106,3,False
SHD,107,3,False
SHD,108,3,False
SHD,109,3,False
SHD,110,3,False
SHD,111,3,False
SHD,112,3,False
SHD,113,3,False
SHD,114,3,False
SHD,115,3,False
SHD,116,3,False
SHD,117,3,False
SHD,118,3,False
SHD,119,3,False
SHD,120,3,False
SHD,121,3,False
SHD,122,3,False
SHD,123,3,False
SHD,124,3,False
SHD,125,3,False
SHD,126,3,False
SHD,127,3,False
SHD,128,3,False
SHD,129,3,False
SHD,130,3,False
SHD,131,3,False
SHD,132,3,False
SHD,133,3,False
SHD,134,3,False
SHD,135,3,False
SHD,136,3,False
SHD,137,3,False
SHD,138,3,False
SHD,139,3,False
SHD,140,3,False
SHD,141,3,False
SHD,142,3,False
SHD,143,3,False
SHD,144,3,False
SHD,145,3,False
SHD,146,3,False
SHD,147,3,False
SHD,148,3,False
SHD,149,3,False
SHD,150,3,False
SHD,151,3,False
SHD,152,3,False
SHD,153,3,False
SHD,154,3,False
SHD,155,3,False
SHD,156,3,False
SHD,157,3,False
SHD,158,3,False
SHD,159,3,False
SHD,160,3,False
SHD,161,3,False
SHD,162,3,False
SHD,163,3,False
SHD,164,3,False
SHD,165,3,False
SHD,166,3,False
SHD,167,3,False
SHD,168,3,False
SHD,169,3,False
SHD,170,3,False
SHD,171,3,False
SHD,172,3,False
SHD,173,3,False
SHD,174,3,False
SHD,175,3,False
SHD,176,3,False
SHD,177,3,False
SHD,178,3,False
SHD,179,3,False
SHD,180,3,False
SHD,181,3,False
SHD,182,3,False
SHD,183,3,False
SHD,184,3,False
SHD,185,3,False
SHD,186,3,False
SHD,187,3,False
SHD,188,3,False
SHD,189,3,False
SHD,190,3,False
SHD,191,3,False
SHD,192,3,False
SHD,193,3,False
SHD,194,3,False
SHD,195,3,False
SHD,196,3,False
SHD,197,3,False
SHD,198,3,False
SHD,199,3,False
SHD,200,3,False
SHD,201,3,False
SHD,202,3,False
SHD,203,3,False
SHD,204,3,False
SHD,205,3,False
SHD,206,3,False
SHD,207,3,False
SHD,208,3,False
SHD,209,3,False
SHD,210,3,False
SHD,211,3,False
SHD,212,3,False
SHD,213,3,False
SHD,214,3,False
SHD,215,3,False
SHD,216,3,False
SHD,217,3,False
SHD,218,3,False
SHD,219,3,False
SHD,220,3,False
SHD,221,3,False
SHD,222,3,False
SHD,223,3,False
SHD,224,3,False
SHD,225,3,False
SHD,226,3,False
SHD,227,3,False
SHD,228,3,False
SHD,229,3,False
SHD,230,3,False
SHD,231,3,False
SHD,232,3,False
SHD,233,3,False
SHD,234,3,False
SHD,235,3,False
SHD,236,3,False
SHD,237,3,False
SHD,238,3,False
SHD,239,3,False
SHD,240,3,False
SHD,241,3,False
SHD,242,3,False
SHD,243,3,False
SHD,244,3,False
SHD,245,3,False
SHD,246,3,False
SHD,247,3,False
SHD,248,3,False
SHD,249,3,False
SHD,250,3,False
SHD,251,3,False
SHD,252,3,False
SHD,253,3,False
SHD,254,3,False
SHD,255,3,False
SHD,256,3,False
SHD,257,3,False
SHD,258,3,False
SHD,259,3,False
SHD,260,3,False
SHD,261,3,False
SHD,262,3,False
